RMS,RMV,STD
29.8101857187825,21.349307720683,29.9828662422272
23.8850770514539,18.4729112838376,23.93634347741
27.2011599230124,17.772401052593,26.9571928308556
33.7154759261967,23.7839603416853,30.123149700953
27.8354374233203,20.1645501095517,25.6806113758069
40.2336691547961,28.2273509374538,40.1648929606904
18.618406680408,12.2442892102951,17.9628839986312
24.615603529358,16.9002284257815,23.7319699838941
30.9195954605077,21.3175770219306,31.0409143310281
34.8107869401439,24.2660163619432,30.9991663445916
41.6741789976395,24.6414464648648,41.4162886237719
20.5691124476135,15.4499869064128,20.6777009913879
23.217509644281,17.177086733932,22.9575489492404
25.9026447256713,17.0249104867412,24.141012258498
26.2204801028704,17.2791350406898,23.4885478778949
25.6587263828744,15.8451637875982,24.9542782499166
25.2112236962052,17.9794433263327,24.6198642101008
26.6628424188361,20.9668604822785,26.2160133441982
27.1762325123658,18.3532739477144,24.7794591211704
25.9374517464101,17.8455625577967,25.7541470892124
34.6267724843779,22.6002222911957,31.1084830134493
26.334665391986,17.1621294537768,26.0815093981008
42.2716344019819,26.8470018587655,39.1259595258857
27.7993684674267,19.5678861857762,25.5054760635414
23.3745623098196,17.3615427927169,23.4769761510635
30.1844636541395,20.1855428951057,27.6086081243165
23.9103158404938,17.0211167222858,19.748378126467
29.9764476899178,20.6039375429045,29.177621226228
22.1556402057276,16.1701647534732,21.4223686074027
22.2679121772335,15.8643007315288,22.1481231520902
39.3345134676572,28.151773229628,39.4332983887335
25.3049913621085,16.7565130332817,24.5305681472626
17.2695486288419,12.9847128026489,17.3528414458588
28.9809605891565,19.7465958815487,28.5367474243948
23.5651881875228,17.2752560305106,19.2372587786005
24.4208883130561,18.7932331962503,24.549385077209
25.6772367047336,16.136205874962,24.7141898605636
20.8885659093128,14.3995921469537,20.6311265850963
28.2422321939146,18.8447854526172,25.0705814991776
29.7244466000611,22.0606713591109,27.7855206306554
32.0288853348036,21.2906797966874,26.7388850322774
15.9339588719767,11.7454609305736,15.6402968587964
27.4530908203556,19.4196833933925,27.4870707395477
29.188194610859,24.2330883395958,26.7686888172161
54.2346276942577,39.6298273780372,46.5406286088906
41.2461849489001,30.4497876642956,41.4598866120585
44.2777929599437,32.3942962854885,43.5362344388454
25.6655406622601,18.7456669584129,25.0352672716414
30.8732903389765,20.0834338898843,28.7319847827647
32.6568347212202,21.7821526138778,30.4102311006896
28.0433165495162,18.7940232689554,27.893011050487
28.1957436477201,19.4961379225527,27.0630753957372
32.7064780247025,22.5072460688344,32.7173505395349
35.2704403629733,25.5441890837231,35.2767190775039
37.430244411954,24.1644355304418,31.2704946043927
23.2500240837918,16.1808012514329,21.6008069804226
25.1974431885494,18.8580417079954,24.6393231528102
22.8213141583655,15.5163987202074,22.9428596601195
24.0923312499289,16.8957110089176,21.467230686979
21.8631480816258,15.085571138667,21.6181341877832
36.0015861134025,23.2512140943976,35.9812854857269
22.8844872648848,16.9745035192508,22.2771162449525
25.1156754596455,17.7599691882179,24.346744259168
23.0867718553679,16.9549599343297,22.3055349795669
36.1354895343766,27.7266754665083,23.3292609325868
22.7466618126746,16.459031244247,21.441756456174
25.7221506639874,16.6748126068254,22.3348939336623
22.4278169745058,14.9427938056501,21.4823623312437
33.8243927347235,22.1472216634894,29.8297896767031
39.237910096802,30.6792208483848,26.4903921517964
31.6737848535255,22.7387456794536,23.2710046258049
27.7988034255497,22.9685170175462,20.2998281028079
16.2434380639562,13.4461983183166,16.0848898292383
21.6647536726681,13.8033272623806,21.354361777024
21.7955940524237,14.4696939724021,20.138730454726
21.167233436319,15.5342650784616,18.684081370982
19.8044655722181,15.9542686208509,14.1707914547594
22.8463504422674,17.9365567381282,21.6645991776326
43.6396407551998,29.788841030185,36.3950769516006
27.1936282211496,20.0227940376086,25.0380826715772
26.4618386917361,18.5099582971233,23.0260736143688
26.8632783394728,18.1894210666079,23.8504693688439
31.6883971996255,25.0056772758468,24.1247074290062
22.4718842390579,15.7705031188385,16.9947073855051
26.1508331228617,16.7716122777623,26.1583964363792
27.5428053990368,18.9895169848532,27.309476845945
17.4683520263734,13.2806807539216,17.5670225456005
37.3444507592513,25.7355973632618,33.1601899490719
44.9940246306801,31.0420553792361,34.720824421103
17.2518035733286,12.634286223942,16.6933077015814
21.1841943815833,15.3928448175615,20.5880615788586
34.6746068917588,24.2065847092772,27.5702903995732
27.6446717584727,21.9153826592403,17.287562925877
18.3788501413344,12.9591477634864,18.1170001374317
14.1464261796451,10.3072867484035,13.0354128186895
31.4638607658311,22.6441600934663,22.4067831987859
29.5131905402021,19.8696665835496,25.8452629476332
19.8479503765261,14.7192115157535,19.6832003773699
37.4824076260756,26.4528892932489,28.5950410315689
39.1317553844234,27.8781467022886,30.023581842613
19.0663292177272,14.6030696060087,18.6468361961614
57.8803017689384,40.148110607269,52.2854809356665
30.7661017877239,21.7610993042228,24.1279411359806
18.2548380426909,13.3558025777688,17.6313498246136
37.2540624334667,24.0114013181683,36.0339553454033
34.0886922982784,23.230402826605,28.294013134164
30.4440115601021,20.7855298920811,27.9175545609492
29.3920580096378,21.5676603550206,22.4283870545955
15.0370612491645,10.8591633307442,14.1559739451608
46.0318195462195,32.8417478141345,32.4414099747028
23.1551877363182,16.6034247919707,22.584010948857
35.3672154371103,26.0813415230031,35.4003966295906
34.5283868931043,24.8337593033724,31.735270066222
20.4740826061083,15.0938317603623,20.5126621893427
28.4743647855951,20.6370337367067,22.4375151468487
39.8513663475477,26.2921458884899,31.7929235571972
27.313891863766,20.6000925278224,19.6167761402503
41.8936573874365,30.1763904959713,31.8153171772236
30.9617740760603,22.0089019050993,25.1349020164914
37.5809892197711,25.2189971774068,36.7473456509855
22.5549080151188,16.5995674408012,21.5647840500106
37.1118571765212,26.55620767846,28.4493791058995
66.2842391071294,50.5478418110369,43.25816625108
56.6261872618204,40.7000092214325,41.0988504699746
22.4208855663577,16.4188786696591,17.9779901936705
28.3467992888804,19.4195714879616,27.0989173254485
29.7419986326913,22.6363561442926,21.5903782431524
27.470541274794,20.0157946860802,27.5514362062611
40.717047464968,29.756355053924,28.707970148854
28.7208688273938,20.529428144632,21.3279132945111
38.9086583731152,22.0182940477403,36.2637127700325
34.2480291659719,23.6879525026177,27.9254282090054
39.039322194738,30.42097943697,33.2807524273422
26.102002506684,18.4851998126245,19.6476130505246
30.8124464788178,22.1856131064841,28.0413196751985
42.6609624635786,32.6469971117512,29.5834263695659
27.0614801866448,19.05588905737,19.9468257126678
27.7960297932001,18.9633214228978,24.8820392506634
29.5815616178011,19.8355378972736,26.4145992503688
21.9741428815424,16.5718677183528,22.0840756958288
25.9979093243503,15.4456326817093,25.0873651539454
35.2112625429222,26.6321110569624,23.7036377424564
44.3948180030655,34.7336367926867,28.2539796439703
28.7581956237315,22.3943758293829,18.3109851178727
22.7422560507569,18.0933782722242,16.1915953584659
21.2894263390808,15.1388972035133,20.1337091742135
20.8852818241263,14.5219485976886,20.5507788844027
22.5018036216652,17.8419858712746,22.4262849285183
39.8712880765823,27.2104330935223,34.0892988397403
30.8047373818426,23.5163050671332,22.5899697169202
22.400894594215,18.1933102583476,17.9852494405885
16.3996034708763,12.843317453003,15.7143011181799
47.5186284035749,32.0005926244159,39.9737332957187
46.7108027092927,30.7759718350436,41.8341816956298
24.3383217510044,17.6672292144236,19.9299638277276
35.0497537082006,19.4853133819279,31.6716769106691
30.5819090092569,21.8434601573598,22.156530044353
31.4632102053618,21.8869685733403,22.8086637999575
28.5544121418273,17.4153465996547,26.1304937089433
25.7827229645425,18.4819693579449,22.4330826375254
26.0405131524496,19.4854832563634,22.2948199020219
31.3239277564007,22.3518409869911,31.1028155516902
31.2872465377324,24.8956544201957,19.2742628527847
30.0765461102565,20.742935273408,22.5911137571114
27.2556959356681,20.6997142797402,19.8749636457306
20.542870175732,13.4339547534051,20.1871924299528
32.0810696106807,22.6403139639851,23.94344267691
39.6783738030044,29.6525975714897,29.7976326507078
33.5710957747674,22.5171353106947,28.4006025900508
20.0681956304352,14.4698572453366,17.6753903851774
44.8478973869061,31.3579779626129,36.9969346806201
24.6581822927993,18.808221755611,24.5898243523932
21.574201779584,16.3069864246658,15.6142546760569
50.8875354493934,37.5381419985426,34.6282555871558
43.7697239149349,30.5798563937149,33.9080671092361
38.4585528210507,28.8180390910258,38.4062107340481
30.8283061772123,22.5155846272681,22.0637869581958
22.7964438932917,17.9113323616193,21.7963997505635
24.1920616910959,15.8206015848239,21.402933199259
33.0120454067322,22.5327694594148,28.1050375043215
35.2321482611551,24.2283584721364,32.7592812398129
36.5264289243577,23.0551992209257,30.3062604064117
54.213235319376,35.1396809244386,48.4191782358125
33.7888597569229,22.3305287337573,31.9557187196802
28.7492083707326,19.4597090492613,25.9249402847997
24.6949508036062,16.656909010972,20.4162939722651
28.6276642087928,18.709402105831,24.8563506545218
46.6404876174609,31.6154565230724,44.5060083484079
29.9364221062143,20.3531476119607,29.4924287069561
40.1060842913402,26.9469074778286,39.5157384863371
24.6722441187629,16.8641694998606,21.4009586013142
23.4759321331988,16.6177263020762,23.6119252356298
37.3085693041188,26.1754878832311,35.8645920160329
22.6952631869672,15.8652524668625,22.5185706399997
33.3927032582676,22.0147628145983,32.4724292491067
26.7325251215579,18.2969562919735,25.5804421306552
28.9995034258647,20.8132454990466,27.6264385124398
19.1483552785408,13.634004047093,18.9942265062167
22.243579434542,16.1212290122233,18.4675183198448
25.0954590926134,17.0022209725397,22.8505867049006
23.9236528258831,15.6459104178673,23.4371430265464
19.8372371118417,14.7992273095649,17.4506306749044
33.1213579806543,23.2081504726284,25.3561445968618
32.1989135120583,20.8678710894393,28.8132042815747
31.2641046990187,22.7192103506181,25.0635292707915
24.8301539624818,16.7851920903613,24.86300355734
25.0388984560914,18.8249967099937,24.5633621370749
26.8655888724289,17.7536419147806,26.3338985307518
23.7973417306359,17.5059338059643,23.1936790086564
32.4293753366698,21.737378240927,30.4314018234641
32.2497480879824,21.9520989650683,31.074458314463
25.3858992339395,19.5271031656296,22.2658190306861
40.40242112943,26.713468641323,39.9020284437341
22.6705134539383,16.2986623850461,22.6421780008958
27.7996289514591,18.6576452183044,24.1121054782605
36.3953098442052,26.503966226254,36.3829079623601
36.1588409284787,25.9084485181412,35.7142141155059
37.8700343371578,26.9524595858567,37.4636381923631
25.1958240928368,18.4033401282017,22.1732462465788
46.5438199722885,33.754337267922,46.7556922772973
32.6495465182977,20.342404691149,32.1095559949234
28.0167090207656,19.1532751846295,26.6630789920509
22.8409603297912,17.1586668122575,21.7156522366954
21.7553170696202,16.5662325396629,18.3893676920458
22.4171838267646,16.9745116260107,15.4061691674513
34.1529453616559,21.5491005983875,33.9289884546265
21.1299066962971,13.7500453504366,21.1173619092071
27.7986473609394,18.3294594013015,27.872249425354
28.7087267974279,21.41858292552,27.2280395494348
30.8910352136869,21.4158148365469,30.9996239020882
32.9024577614561,24.7343359066061,24.3276609888553
33.3322284215986,22.7458317819066,27.4091270397046
20.1224954518626,14.6931531635365,20.1492716072834
24.7764513281929,16.5594191819729,24.6834928019122
25.2706863526847,16.8377558646536,25.4148766596384
25.0537033009822,18.2861990749723,23.3151532589436
22.6537564419667,16.7800063706545,21.1690204895567
26.9725072920984,18.4840484360415,23.3110035355913
13.7581326899823,9.70008809326891,11.4694036962305
12.1075669475048,8.2257418094876,12.1720985093841
20.7831839677434,15.0166603255554,18.1381565086711
23.277628084589,17.4955760441996,19.1716060515406
16.6935701268957,12.1920866592607,15.4476947938172
22.089407002308,15.602320011639,20.1579449739796
23.0629934042494,14.6785687554206,22.7486849420157
23.2134995902682,17.2173950540879,16.3116826316144
30.3944325772058,17.8341467569032,28.0918203816526
20.9980061265876,15.7526989516767,15.8495927349546
20.6309376829159,14.7912605948174,20.5477379295754
15.6050243916465,12.1065524437884,15.4667067952281
16.6907487912951,11.7798983332093,16.2065359751092
25.4156030085942,18.5541062406561,19.8263452048529
21.0649384429111,14.7765798909193,19.4639062489458
21.7255377278059,15.4588118290092,20.4986412867107
11.146489213209,8.15735889641372,10.860588692026
19.9791097370854,14.0388318269985,14.7142939749109
14.6020487775978,10.1892763965759,13.8990257130082
14.5370456580999,11.2465356533746,12.317571775578
16.8173961673553,11.9607683934678,16.1461885560741
23.7746179467279,16.4903017973842,18.5790244635256
18.400933511594,13.5511436967041,18.1185919769419
24.6036943069873,15.2053555904747,22.1924125708172
12.1570628177536,8.62837158150866,11.8142599400023
16.353176306324,11.166028299549,15.0686795639696
22.7598111909034,15.2661844484341,20.7349408498374
17.903735151373,11.9375437664871,17.2660022063558
30.2245969467851,18.9171721459899,28.9776911620016
14.4646205995842,10.5584375710716,14.2106288678831
26.3188974344558,16.7680932949478,22.1179902967005
26.4148088572901,16.8957991679549,21.4782307590122
19.965168251666,14.3391501047964,20.0046303807339
22.9710874479737,16.4515504754554,19.193913652901
18.1421072646267,12.0277601282862,17.0741474271722
19.3669211875893,12.7832471729876,18.7538697595062
21.8169181615448,14.8360046144288,17.9703304061899
14.5649001101364,10.4235542065463,14.4963123128026
13.8010755473743,9.02724134145106,13.7618311266267
25.7045078171827,16.4749942896339,25.2594393245622
14.4713971636447,10.5155749784713,14.0299356203795
22.398083732557,15.1967431792801,18.942877390767
28.0676896417908,19.9363205651509,28.2211670933878
26.9810173668975,16.6996116124881,26.8997703292075
15.8705726541541,10.169276750101,15.0978647343298
16.0976858227545,10.785068997225,14.3613770583371
25.1710735472171,16.6047409809677,19.9109269165015
29.0953944484022,17.1133867205779,28.034375277589
18.1324654180385,13.1096750197895,15.5991297911064
19.658484902937,14.6105924818942,19.0491447606802
20.5235373313233,14.7430870111329,19.9483316242113
21.0565897472386,14.7587247743475,20.5196549697559
35.2017667157831,23.7776136940435,33.4073050001104
12.3838326404567,9.775454451193,12.3948284807021
28.7826483012938,19.9625410806774,22.6610200079114
18.7102621500203,13.0717461605888,18.8139218047599
22.579359247074,15.3154872143013,22.1647029720174
18.0599387851809,13.2640659630669,17.9735622307535
12.3105068197432,9.84670787124166,11.9606981799903
12.5259919817396,9.90765074743052,12.4867922761331
15.4382232599858,11.1756430368559,15.2217956024618
16.2431417682961,11.0614842014553,16.3117921046048
20.2611719318329,13.9233813099905,18.6244225641436
15.1836424118479,11.0434046310453,15.2677144963309
14.1821100300732,10.5769965438754,14.2337443659523
25.5075185190771,14.9233313569248,24.2407690766196
20.1015288626944,14.3648275500974,18.2566787633593
24.2309648724058,17.1995508205958,22.7164166769588
16.4200468029486,12.1402626876518,16.5070444443354
29.5091502013168,24.2505910346444,17.044430180903
18.2714213296807,13.2398292380709,16.3123058258564
22.6244489522359,16.3106888384934,16.1977714429328
20.2912125245489,15.7877000836994,19.221270201291
24.7744628707572,17.1966294631679,18.802513316239
17.4048607559575,13.2251250160587,16.6507571663721
13.8025857884466,10.0526616020053,13.8819923841128
16.6214832869385,12.0743390190255,14.1032829785739
21.5016522461439,13.9585110802783,21.5647853908348
13.7246847858247,9.54889729076486,13.184053242646
20.4950395362859,12.7051839010634,20.4477264964879
15.0544337924799,9.61327478667394,13.9131808035229
9.07757337173809,6.71834009110147,8.77660052956138
11.3276308389209,7.55621390574981,11.2114749711482
15.6744641934502,9.53984877776867,14.2281566128769
17.1834116757707,11.364204692988,15.2765865998247
20.0015809872804,14.7818224198848,17.9238334597951
17.6788204215431,11.7308025965952,17.109513899305
45.7333387093088,35.1044400458732,29.6087042175276
14.7371806304814,11.7308724840309,14.2713961504869
11.6749908692774,8.91844190948585,11.3864123817856
19.6448872440067,14.3362316235746,19.6614828348953
23.4368226342075,17.3984096906419,17.0417992522111
19.3127632427605,13.6523101021614,14.3091734448298
27.9455613212796,16.9672984123556,25.8898352252996
23.7529717105956,16.9634920629031,17.018058057921
16.9543543781295,11.8379699500118,15.6551558304933
8.96107015396137,6.79438097340226,8.36326081734004
14.4116896829713,10.0015693537913,14.2061184619168
25.0632287345531,17.9072432369958,25.2017557551908
18.2361409937628,11.9747883610498,16.8423253779859
18.1221307763162,12.6514327473266,16.5872959714783
17.3948778219714,12.9167396617378,12.4351066712339
20.3116668858576,14.7779695817777,16.3447013103123
13.201518034502,8.64768642947197,13.040779986205
13.9789772434723,10.4806899650038,12.4808860134374
15.8736590497535,12.4650787570352,12.3926554895399
21.4817871378624,16.6582657239256,21.6022647987595
24.7130551926878,18.7065876911984,23.4318282034139
29.6088703174144,22.8842905352255,23.9690415019952
21.5736361640544,16.3929401472473,21.6962596448151
17.7954993848527,14.9734312951495,17.6981921525748
23.129435972631,18.0486960778503,14.6178480327771
25.6688475751248,19.3800834830768,17.5780820118606
19.4419906141495,14.1555041140679,18.4007747514412
15.5895115822049,11.473639757599,14.3285538071832
15.0528507176511,10.558141708611,11.4730740956602
18.6143963825151,13.757389853505,18.1133778503914
25.3495151318477,18.9474546747325,24.8272454643678
23.9306986404988,17.9522763184836,16.3904164881666
46.1301865203709,34.8956864159465,30.5618073120145
20.9539310566621,15.5693365320223,18.3742128777153
20.2289757684496,13.2038561061399,18.9771512481754
20.8458555310353,13.7459648767866,18.2327840171907
26.0334109036242,21.25030317124,17.9299490746009
32.3325638597967,25.9514398139485,20.1308874152596
29.8503603185897,23.0269417805808,23.479880151254
30.5652294555006,24.8289340954552,26.403169679243
19.5888201573513,14.4328701006014,16.1166789643468
42.7242413115608,25.9889939104221,37.0211049919621
29.9954083309547,21.4324236183079,26.1181303841479
26.5482611999356,21.3071528146345,15.9656242136256
28.4609408210484,21.3176963812797,19.0109976917484
25.8042783014132,20.1426429588766,20.6179420990008
47.6870468845605,37.7708801327974,29.2791515927168
15.9223980848338,12.1639702048643,13.8734247335391
24.1165145166439,17.4595788054299,16.9763138416493
22.320874353742,15.4624273587992,17.5388938300035
38.0777541847124,27.465432366308,27.9706284011281
43.8878812392938,36.399551396997,24.6619077484353
39.9050119236151,29.5197038728018,29.9812865316384
37.6964324830875,24.7537289629562,29.3361227051353
15.0986342744348,10.1732234920672,14.6478126564324
32.557544445282,21.5803590905317,28.7207877505404
25.5672824307964,17.0803559618454,21.1232709599441
34.3461058573855,22.1406517672178,34.267531417276
39.0623975239432,26.7560147630448,29.7932117852165
29.205353447327,22.4160752492464,19.9379535086448
12.7685298963482,9.90755972550834,12.5070399284322
51.2084036016341,38.9412796524394,34.7965638687444
42.1666027227523,33.4924387518738,26.3490222529016
30.9605592255878,24.2915088756716,26.8348659559277
11.8696556214199,9.6952950624198,11.4642791285511
35.6572427429872,28.6838343760237,21.6327531311801
37.4370117746196,30.7505881716932,37.6534013599873
68.6685688484892,55.5792032684058,40.5614997489682
33.1257272268558,25.8388867293443,31.6510092578688
13.6110117346476,10.3272971502185,12.9419306553261
21.8157414736041,16.320387963854,14.808048398185
26.2286876357678,19.0718570497611,18.3249803894095
41.9361644692682,30.9477687623105,29.2671406082053
31.3044047815654,21.8542054157081,24.0286663166396
40.2102020399563,29.8670241544434,27.0785776939881
30.1081340606129,20.9805322697135,22.4846675613321
22.479444248704,16.8242156855217,19.158062272027
34.1086000960712,26.1326354372219,23.0774154239676
26.3005279569735,19.2972597565708,18.295848937207
23.3557712423325,17.3115205212168,15.8885232937398
33.2536034680032,21.2178842103809,27.3715689917206
34.4035437169809,24.5138052400657,24.4595759442067
24.8016526870411,17.681532688785,18.8520934346557
29.3236180715851,20.8788844230983,28.3792590541064
36.9927152625854,26.7803938251741,26.7603191544974
35.4017036359518,26.3529376722445,24.4123549042052
27.3521334947085,19.388853997117,23.2210628621756
52.8281363899324,36.0592713686453,40.6025059770683
20.1322534968217,13.260340944788,20.2487801760068
15.0949236870357,11.1799328266505,13.7589841124474
22.6548301224722,15.4789559324246,18.5351229971385
21.2994851650826,15.4863242434118,20.9704536683975
29.2977132913059,20.909677331062,24.8742621799898
23.3023513932399,17.2638110796307,21.0392604986354
31.9783712062141,21.9216779804382,24.2744253691297
